Period,Infant,CodeFemale,focal_unit_name,TakeoverID,focalsample_id,partner_name,Partner.Cat,Duration,Risk
Post,N,ID102,D,DEM2015-03-19,3873,Debra,Mother-daughter,0.18,0
Post,N,ID102,D,PEE2018-07-31,29019,Debra,Mother-daughter,12.55,0
Post,N,ID89,D,DEM2015-03-19,3878,Daisy,Non-kin,9.38,1
Post,N,ID89,D,DEM2015-03-19,3878,Dixy,Non-kin,5.57,1
Post,N,ID89,D,DEM2015-03-19,3891,Delia,Mother-daughter,7.00,0
Post,N,ID89,D,DEM2015-03-19,3897,Delia,Mother-daughter,0.18,0
Post,N,ID89,D,DEM2015-03-19,5420,Delia,Mother-daughter,5.97,0
Post,N,ID140,E,VEX2016-03-09,2318,Elliana,Non-kin,6.10,1
Post,N,ID123,F-old,FRE2009-06-17,13100,Fidget,Other close kin,4.00,0
Post,N,ID123,F-old,FRE2009-06-17,13100,Fifa,Sisters,8.43,0
Post,N,ID123,F-old,FRE2009-06-17,13103,Fifa,Sisters,4.05,0
Post,N,ID124,F-old,FRE2009-06-17,13109,Fantine,Non-kin,0.33,1
Post,N,ID141,F-old,FRE2009-06-17,13122,Fantine,Other close kin,1.82,0
Post,N,ID141,F-old,FRE2009-06-17,13123,Faye,Non-kin,0.85,1
Post,N,ID141,F-old,FRE2009-06-17,13128,Fifa,Mother-daughter,2.17,0
Post,N,ID125,F-old,FRE2009-06-17,13131,Fidget,Mother-daughter,2.15,0
Post,N,ID125,F-old,FRE2009-06-17,13143,Fidget,Mother-daughter,0.13,0
Post,N,ID88,G,YOS2015-12-27,2359,Glenda,Non-kin,3.92,1
Post,N,ID17,G,GEO2009-10-19,13191,Gladys,Mother-daughter,2.05,0
Post,N,ID17,G,GEO2009-10-19,13194,Gladys,Mother-daughter,7.25,0
Post,N,ID101,G,GEO2009-10-19,13208,Gypsy,Sisters,2.83,0
Post,N,ID69,J,ERC2014-10-24,4037,Jools,Sisters,3.25,0
Post,N,ID69,J,MHE2011-03-24,16125,Jools,Sisters,4.95,0
Post,N,ID84,J,MHE2011-03-24,17503,Jinka,Sisters,10.22,0
Post,N,ID84,J,MHE2011-03-24,17513,Jinka,Sisters,0.03,0
Post,N,ID84,J,MHE2011-03-24,17520,Jinka,Sisters,0.13,0
Post,N,ID84,J1,ERC2014-10-24,2463,Jinka,Sisters,5.13,0
Post,N,ID84,J1,ERC2014-10-24,2477,Jinka,Sisters,6.48,0
Post,N,ID68,K,HOU2009-04-04,13326,Kima,Sisters,0.42,0
Post,N,ID68,K,HOU2009-04-04,13331,Kima,Sisters,0.32,0
Post,N,ID68,K,LEN2014-03-24,7216,Kylie,Mother-daughter,6.33,0
Post,N,ID68,K,LEN2014-03-24,7229,Kylie,Mother-daughter,0.32,0
Post,N,ID91,K,HOU2009-04-04,13338,Keegle,Sisters,9.47,0
Post,N,ID91,K,HOU2009-04-04,13342,Kara,Non-kin,0.58,1
Post,N,ID91,K,HOU2009-04-04,13346,Keegle,Sisters,1.18,0
Post,N,ID91,K,HOU2009-04-04,13351,Keegle,Sisters,3.92,0
Post,N,ID142,K,HOU2009-04-04,13354,Kara,Mother-daughter,7.92,0
Post,N,ID142,K,HOU2009-04-04,13357,Kara,Mother-daughter,0.20,0
Post,N,ID142,K,HOU2009-04-04,13358,Kara,Mother-daughter,3.02,0
Post,N,ID142,K,HOU2009-04-04,13362,Kara,Mother-daughter,5.78,0
Post,N,ID142,K,HOU2009-04-04,13362,Keegle,Non-kin,0.05,1
Post,N,ID71,K,LEN2014-03-24,8715,Keegle,Mother-daughter,4.93,0
Post,N,ID62,L,ELR2011-10-30,19223,Linzy,Non-kin,1.32,1
Post,N,ID62,L,ELR2011-10-30,19223,Lorna,Sisters,3.35,0
Post,N,ID62,L,ELR2011-10-30,54530,Lolita,Sisters,1.75,0
Post,N,ID127,L,ELR2011-10-30,19241,Little,Non-kin,13.83,1
Post,N,ID127,L,ELR2011-10-30,54537,Loo,Non-kin,2.33,1
Post,N,ID127,L,ELR2011-10-30,54541,Little,Non-kin,13.83,1
Post,N,ID135,L,ELR2011-10-30,19243,Lolita,Other close kin,0.40,0
Post,N,ID135,L,ELR2011-10-30,54543,Luna,Mother-daughter,2.45,0
Post,N,ID143,L,ELR2011-10-30,19246,Lorna,Mother-daughter,4.55,0
Post,N,ID143,L,ELR2011-10-30,54553,Lorna,Mother-daughter,4.55,0
Post,N,ID143,L,ELR2011-10-30,54554,Lee,Non-kin,1.73,1
Post,N,ID143,L,ELR2011-10-30,54554,Linzy,Non-kin,0.43,1
Post,N,ID143,L,ELR2011-10-30,54554,Lorna,Mother-daughter,1.88,0
Post,N,ID144,L,ELR2011-10-30,19271,Lisa,Mother-daughter,5.62,0
Post,N,ID144,L,ELR2011-10-30,54580,Lisa,Mother-daughter,5.62,0
Post,N,ID100,M,OSC2011-08-15,17610,Monica,Non-kin,3.30,1
Post,N,ID100,M,OSC2011-08-15,17610,Moo,Sisters,1.97,0
Post,N,ID100,M,OSC2011-08-15,17611,Monica,Non-kin,0.83,1
Post,N,ID100,M2,OSC2011-08-15,19284,Mary,Mother-daughter,5.48,0
Post,N,ID100,M2,OSC2011-08-15,19286,Mary,Mother-daughter,6.25,0
Post,N,ID100,M2,OSC2011-08-15,54590,Mary,Mother-daughter,5.48,0
Post,N,ID100,M3,OSC2013-02-25,10183,Mary,Mother-daughter,10.45,0
Post,N,ID14,M,OSC2011-08-15,17625,Muppet,Other close kin,1.03,0
Post,N,ID14,M,OSC2011-08-15,19301,Madeline,Mother-daughter,6.92,0
Post,N,ID14,M,OSC2011-08-15,19301,Moo,Sisters,0.07,0
Post,N,ID14,M,OSC2011-08-15,19303,Madeline,Mother-daughter,12.72,0
Post,N,ID14,M,OSC2011-08-15,19307,Madeline,Mother-daughter,1.25,0
Post,N,ID14,M,QUI2010-01-31,13411,Midge,Mother-daughter,2.57,0
Post,N,ID14,M,QUI2010-01-31,14765,Midge,Mother-daughter,0.32,0
Post,N,ID33,M,QUI2010-01-31,14805,Monica,Mother-daughter,5.15,0
Post,N,ID33,M,QUI2010-01-31,14805,Moo,Sisters,2.92,0
Post,N,ID33,M1,OSC2011-08-15,19330,Monica,Mother-daughter,5.85,0
Post,N,ID72,M,QUI2010-01-31,14823,Muppet,Mother-daughter,0.95,0
Post,N,ID72,M1,OSC2011-08-15,17648,Monica,Other close kin,3.42,0
Post,N,ID72,M1,OSC2011-08-15,19355,Monica,Other close kin,5.32,0
Post,N,ID32,M,QUI2010-01-31,14833,Mary,Mother-daughter,4.95,0
Post,N,ID32,M,QUI2010-01-31,14843,Meena,Other close kin,4.53,0
Post,N,ID32,M1,OSC2011-08-15,19393,Moo,Sisters,4.70,0
Post,N,ID32,M1,OSC2011-08-15,19401,Mary,Mother-daughter,10.77,0
Post,N,ID34,M,OSC2011-08-15,17690,Maze,Non-kin,8.03,1
Post,N,ID34,M,QUI2010-01-31,14849,Mouse,Mother-daughter,4.20,0
Post,N,ID34,M,QUI2010-01-31,14856,Mouse,Mother-daughter,14.83,0
Post,N,ID3,M,QUI2011-10-25,17718,Maze,Sisters,0.30,0
Post,N,ID3,M1,QUI2011-10-25,17721,Maze,Sisters,3.15,0
Post,N,ID3,M1,QUI2011-10-25,17721,Mimi,Non-kin,2.65,1
Post,N,ID3,M1,QUI2011-10-25,17722,Muppet,Other close kin,5.20,0
Post,N,ID3,M1,QUI2011-10-25,19431,Monica,Mother-daughter,1.68,0
Post,N,ID3,M1,QUI2011-10-25,19434,Mimi,Non-kin,4.23,1
Post,N,ID3,M1,QUI2011-10-25,19434,Monica,Mother-daughter,3.98,0
Post,N,ID3,M1,QUI2011-10-25,19443,Monica,Mother-daughter,1.47,0
Post,N,ID3,M1,QUI2011-10-25,19444,Maze,Sisters,5.93,0
Post,N,ID3,M1,QUI2011-10-25,19449,Midge,Non-kin,1.90,1
Post,N,ID3,M1,QUI2011-10-25,19449,Monica,Mother-daughter,0.60,0
Post,N,ID3,M1,QUI2011-10-25,54787,Monica,Mother-daughter,8.35,0
Post,N,ID3,M1,QUI2011-10-25,54787,Mouse,Other close kin,2.70,0
Post,N,ID3,M1,QUI2011-10-25,54790,Monica,Mother-daughter,0.97,0
Post,N,ID3,M1,QUI2011-10-25,54792,Monica,Mother-daughter,1.68,0
Post,N,ID3,M1,QUI2011-10-25,54794,Monica,Mother-daughter,2.57,0
Post,N,ID21,M1,QUI2010-01-31,14863,Maze,Mother-daughter,0.75,0
Post,N,ID21,M1,QUI2010-01-31,14864,Maze,Mother-daughter,5.73,0
Post,N,ID21,M1,QUI2010-01-31,14876,Muppet,Non-kin,6.73,1
Post,N,ID19,M,OSC2011-08-15,17746,Mouse,Other close kin,0.78,0
Post,N,ID19,M,QUI2010-01-31,14890,Mary,Sisters,1.53,0
Post,N,ID43,M,QUI2010-01-31,14902,Midge,Sisters,0.67,0
Post,N,ID43,M1,OSC2011-08-15,17755,Mary,Non-kin,2.07,1
Post,N,ID43,M1,OSC2011-08-15,19494,Monica,Non-kin,1.98,1
Post,N,ID43,M1,OSC2011-08-15,19509,Midge,Sisters,0.15,0
Post,N,ID43,M1,OSC2011-08-15,54847,Monica,Non-kin,1.98,1
Post,N,ID40,M1,OSC2013-02-25,10359,Mimi,Mother-daughter,0.12,0
Post,N,ID40,M1,OSC2013-02-25,10362,Mimi,Mother-daughter,6.30,0
Post,N,ID40,M1,OSC2013-02-25,10362,Mouse,Sisters,4.13,0
Post,N,ID25,M1,OSC2011-08-15,17765,Midge,Sisters,8.83,0
Post,N,ID25,M1,OSC2011-08-15,19533,Mimi,Other close kin,0.98,0
Post,N,ID25,M1,OSC2011-08-15,19533,Monica,Non-kin,0.60,1
Post,N,ID25,M1,OSC2011-08-15,19536,Meena,Mother-daughter,7.75,0
Post,N,ID25,M1,OSC2011-08-15,19538,Meena,Mother-daughter,0.60,0
Post,N,ID46,N,JOH2011-01-13,14923,Nadia,Mother-daughter,2.08,0
Post,N,ID46,N,JOH2011-01-13,14925,Nadia,Mother-daughter,3.40,0
Post,N,ID46,N,JOH2011-01-13,16336,Nadia,Mother-daughter,7.08,0
Post,N,ID46,N,JOH2011-01-13,16336,Noggin,Sisters,4.15,0
Post,N,ID46,N,JOH2011-01-13,16337,Nadia,Mother-daughter,1.88,0
Post,N,ID46,N,JOH2011-01-13,16337,Noggin,Sisters,0.38,0
Post,N,ID46,N,JOH2011-01-13,16343,Nadia,Mother-daughter,1.83,0
Post,N,ID46,N,JOH2011-01-13,16343,Noggin,Sisters,1.63,0
Post,N,ID46,N,JOH2011-01-13,16345,Nadia,Mother-daughter,5.35,0
Post,N,ID46,N,JOH2011-01-13,17781,Noggin,Sisters,6.87,0
Post,N,ID128,R,ROM2011-06-06,17880,Red,Non-kin,1.12,1
Post,N,ID129,R,ROM2011-06-06,17889,Roz,Other close kin,2.63,0
Post,N,ID136,R,ROM2011-06-06,17895,Ricki,Non-kin,0.32,1
Post,N,ID77,T,OPT2010-02-26,13609,Tea,Sisters,2.95,0
Post,N,ID77,T,OPT2010-02-26,13610,Tail,Other close kin,0.65,0
Post,N,ID77,T,VOD2012-03-13,55196,Thandi,Non-kin,0.05,1
Post,N,ID77,T,VOD2012-03-13,55199,Tea,Sisters,0.53,0
Post,N,ID77,T,VOD2012-03-13,55204,Tea,Sisters,3.65,0
Post,N,ID49,T,UBE2017-02-12,1421,Taffy,Non-kin,1.43,1
Post,N,ID49,T,VOD2012-03-13,55308,Tuk Tuk,Non-kin,1.68,1
Post,N,ID49,T,VOD2012-03-13,55316,Thandi,Non-kin,0.22,1
Post,N,ID145,T,IHU2017-06-24,24584,Tea,Mother-daughter,0.47,0
Post,N,ID50,T,TAO2009-08-08,13638,Top,Sisters,0.23,0
Post,N,ID50,T,UBE2017-02-12,1422,Taffy,Sisters,10.47,0
Post,N,ID50,T,VOD2012-03-13,55325,Tess,Sisters,3.15,0
Post,N,ID50,T,VOD2012-03-13,55332,Taffy,Sisters,0.87,0
Post,N,ID80,T,OPT2010-02-26,13646,Taffy,Sisters,0.02,0
Post,N,ID80,T,OPT2010-02-26,13646,Trudy,Non-kin,2.47,1
Post,N,ID80,T,OPT2010-02-26,13647,Tiny,Sisters,1.80,0
Post,N,ID1,T,VOD2012-03-13,55370,Tiny,Sisters,0.68,0
Post,N,ID1,T,VOD2012-03-13,55370,Tuk Tuk,Sisters,0.90,0
Post,N,ID1,T,VOD2012-03-13,55374,Tuk Tuk,Sisters,5.97,0
Post,N,ID22,T,VOD2012-03-13,55404,Tiny,Non-kin,1.32,1
Post,N,ID22,T,VOD2012-03-13,55404,Top,Sisters,1.12,0
Post,N,ID22,T,VOD2012-03-13,55406,Tess,Sisters,3.15,0
Post,N,ID112,T,UBE2017-02-12,1432,Tess,Non-kin,0.05,1
Post,N,ID112,T,UBE2017-02-12,1433,Tater,Non-kin,3.65,1
Post,N,ID146,T,TAO2009-08-08,13676,Tail,Sisters,0.90,0
Post,N,ID146,T,TAO2009-08-08,13684,Tiny,Sisters,0.28,0
Post,N,ID146,T,TAO2009-08-08,13687,Tiny,Sisters,2.23,0
Post,N,ID98,V,PAO2016-07-12,3114,Virga,Non-kin,6.62,1
Post,N,ID98,V,QUA2011-02-18,16563,Vye,Other close kin,8.30,0
Post,N,ID98,V,QUA2011-02-18,16568,Vye,Other close kin,0.63,0
Post,N,ID98,V,QUA2011-02-18,16570,Violet,Other close kin,7.05,0
Post,N,ID98,V,QUA2011-02-18,16571,Vivien,Non-kin,3.87,1
Post,N,ID98,V,QUA2011-02-18,16574,Violet,Other close kin,4.18,0
Post,N,ID98,V,QUA2011-02-18,18053,Vampire,Non-kin,14.10,1
Post,N,ID26,V,PAO2016-07-12,3131,Virga,Non-kin,0.80,1
Post,N,ID26,V,QUA2011-02-18,16578,Vespa,Other close kin,3.30,0
Post,N,ID26,V,QUA2011-02-18,16610,Valerie,Non-kin,9.53,1
Post,N,ID26,V,QUA2011-02-18,18077,Violet,Non-kin,9.72,1
Post,N,ID26,V,QUA2011-02-18,18077,Vye,Sisters,1.37,0
Post,N,ID106,V,QUA2011-02-18,16612,Violet,Sisters,1.17,0
Post,N,ID106,V,QUA2011-02-18,16616,Violet,Sisters,1.50,0
Post,N,ID106,V,QUA2011-02-18,16618,Vampire,Other close kin,12.85,0
Post,N,ID106,V,QUA2011-02-18,16622,Violet,Sisters,0.70,0
Post,N,ID106,V,QUA2011-02-18,16626,Violet,Sisters,2.10,0
Post,N,ID106,V,QUA2011-02-18,16628,Vivien,Mother-daughter,7.40,0
Post,N,ID106,V,QUA2011-02-18,16630,Violet,Sisters,2.92,0
Post,N,ID106,V,QUA2011-02-18,18093,Vivien,Mother-daughter,4.45,0
Post,N,ID96,V,PAO2016-07-12,3181,Vivien,Non-kin,4.42,1
Post,N,ID96,V,QUA2011-02-18,16633,Vampire,Non-kin,1.45,1
Post,N,ID96,V,QUA2011-02-18,16637,Vespa,Sisters,5.48,0
Post,N,ID96,V,QUA2011-02-18,16638,Vivien,Non-kin,1.27,1
Post,N,ID96,V,QUA2011-02-18,16638,Vye,Mother-daughter,3.37,0
Post,N,ID96,V,QUA2011-02-18,16646,Vespa,Sisters,1.60,0
Post,N,ID96,V,QUA2011-02-18,16649,Vespa,Sisters,4.15,0
Post,N,ID96,V,QUA2011-02-18,16650,Vespa,Sisters,1.75,0
Post,N,ID96,V,QUA2011-02-18,16652,Valerie,Other close kin,5.10,0
Post,N,ID96,V,QUA2011-02-18,18111,Vespa,Sisters,0.77,0
Post,N,ID31,V,QUA2011-02-18,16663,Vye,Other close kin,0.32,0
Post,N,ID31,V,QUA2011-02-18,16665,Vye,Other close kin,12.67,0
Post,N,ID31,V,QUA2011-02-18,16670,Valerie,Non-kin,11.12,1
Post,N,ID31,V,QUA2011-02-18,16672,Violet,Non-kin,2.47,1
Post,N,ID31,V,QUA2011-02-18,16676,Vye,Other close kin,0.58,0
Post,N,ID31,V,QUA2011-02-18,18122,Vampire,Non-kin,1.10,1
Post,N,ID99,V,QUA2011-02-18,16680,Vivien,Other close kin,10.05,0
Post,N,ID99,V,QUA2011-02-18,16684,Vampire,Sisters,1.03,0
Post,N,ID99,V,QUA2011-02-18,16684,Vivien,Other close kin,0.03,0
Post,N,ID99,V,QUA2011-02-18,16690,Vivien,Other close kin,13.75,0
Post,N,ID99,V,QUA2011-02-18,16701,Vampire,Sisters,8.65,0
Post,N,ID99,V,QUA2011-02-18,16702,Vampire,Sisters,5.73,0
Post,N,ID99,V,QUA2011-02-18,18145,Vampire,Sisters,3.52,0
Post,N,ID85,Z,ERO2014-05-27,8012,Zimbaba,Sisters,5.17,0
Post,N,ID85,Z2,ERO2014-05-27,8010,Zoo,Other close kin,1.17,0
Post,N,ID85,Z2,ERO2014-05-27,9388,Zee,Sisters,6.78,0
Post,N,ID56,Z,ERO2014-05-27,8018,Zoo,Non-kin,1.02,1
Post,N,ID56,Z,ERO2014-05-27,8021,Zamboni,Non-kin,0.98,1
Post,N,ID56,Z,ERO2014-05-27,8021,Zebra,Non-kin,0.40,1
Post,N,ID56,Z,ERO2014-05-27,8021,Zimbaba,Non-kin,1.67,1
Post,N,ID56,Z,ERO2014-05-27,8021,Zoo,Non-kin,2.57,1
Post,N,ID56,Z3,ERO2014-05-27,9397,Zoo,Non-kin,0.48,1
Post,N,ID56,Z3,ERO2014-05-27,9400,Zoe,Non-kin,5.55,1
Post,N,ID56,Z3,ERO2014-05-27,9401,Zamboni,Non-kin,5.62,1
Post,N,ID90,Z,ERO2014-05-27,8025,Zoo,Mother-daughter,0.10,0
Post,N,ID90,Z3,ERO2014-05-27,9402,Zoo,Mother-daughter,0.10,0
Post,N,ID132,Z,ERO2014-05-27,8051,Zara,Non-kin,1.93,1
Post,N,ID132,Z5,ERO2014-05-27,9425,Zee,Other close kin,1.37,0
Post,N,ID132,Z5,ERO2014-05-27,9426,Zamboni,Sisters,2.47,0
Post,Y,ID75,A,POL2016-03-31,1687,Aiwa,Sisters,9.75,0
Post,Y,ID59,B,SOL2013-04-05,9523,Buffy,Non-kin,4.20,1
Post,Y,ID59,B,SOL2013-04-05,9528,Bimbi,Non-kin,9.73,1
Post,Y,ID59,B,SOL2013-04-05,9529,Buffy,Non-kin,4.98,1
Post,Y,ID133,B,LEA2009-07-24,12604,Brenda,Sisters,1.05,0
Post,Y,ID133,B,LEA2009-07-24,12605,Bombolino,Mother-daughter,3.18,0
Post,Y,ID133,B,LEA2009-07-24,12605,Buna,Sisters,0.12,0
Post,Y,ID138,B,LEA2009-07-24,12622,Betty,Mother-daughter,0.75,0
Post,Y,ID117,B1,LUP2016-01-16,69,Byork,Non-kin,4.08,1
Post,Y,ID117,B1,LUP2016-01-16,75,Bronte,Non-kin,1.48,1
Post,Y,ID117,B3,LUP2016-01-16,68,Brindle,Mother-daughter,7.08,0
Post,Y,ID117,B3,LUP2016-01-16,70,Bimbi,Non-kin,0.37,1
Post,Y,ID117,B3,LUP2016-01-16,71,Bronte,Non-kin,0.80,1
Post,Y,ID117,B3,LUP2016-01-16,73,Bimbi,Non-kin,0.37,1
Post,Y,ID117,B3,LUP2016-01-16,74,Brindle,Mother-daughter,7.33,0
Post,Y,ID82,B3,LUP2016-01-16,91,Byork,Non-kin,10.98,1
Post,Y,ID82,B3,LUP2016-01-16,93,Bimbi,Non-kin,14.78,1
Post,Y,ID82,B3,LUP2016-01-16,95,Bossy,Non-kin,3.67,1
Post,Y,ID82,B3,LUP2016-01-16,95,Byork,Non-kin,6.50,1
Post,Y,ID92,C5,TAL2014-09-22,1781,Cynthia,Sisters,6.40,0
Post,Y,ID92,C5,TAL2014-09-22,1788,Coco,Sisters,12.18,0
Post,Y,ID92,C5,TAL2014-09-22,1795,Coco,Sisters,13.32,0
Post,Y,ID92,C5,TAL2014-09-22,8216,Coco,Sisters,12.03,0
Post,Y,ID92,C5,TAL2014-09-22,8223,Coco,Sisters,12.40,0
Post,Y,ID92,C5,TAL2014-09-22,8227,Ceylon,Sisters,2.48,0
Post,Y,ID54,C3,IMP2013-08-31,11226,Capricorn,Other close kin,4.00,0
Post,Y,ID54,C3,IMP2013-08-31,11226,Coco,Non-kin,7.50,1
Post,Y,ID54,C3,TYS2012-03-22,18466,Chuxi,Non-kin,10.63,1
Post,Y,ID54,C3,TYS2012-03-22,53620,Chuxi,Non-kin,10.63,1
Post,Y,ID54,C3,TYS2012-03-22,53649,Chuxi,Non-kin,1.28,1
Post,Y,ID54,C3,TYS2012-03-22,53659,Chuxi,Non-kin,3.45,1
Post,Y,ID42,C,IMP2013-08-31,11269,Cee,Other close kin,2.47,0
Post,Y,ID64,C1,TEQ2011-03-06,15660,Carmen,Mother-daughter,0.60,0
Post,Y,ID64,C1,TEQ2011-03-06,15664,Carmen,Mother-daughter,1.78,0
Post,Y,ID64,C1,TEQ2011-03-06,15664,Ceylon,Sisters,1.15,0
Post,Y,ID64,C1,TEQ2011-03-06,15666,Carmen,Mother-daughter,9.95,0
Post,Y,ID64,C1,TEQ2011-03-06,15666,Coo,Other close kin,0.25,0
Post,Y,ID64,C1,TEQ2011-03-06,15669,Corona,Other close kin,1.77,0
Post,Y,ID64,C1,TEQ2011-03-06,15673,Carmen,Mother-daughter,12.98,0
Post,Y,ID64,C1,TEQ2011-03-06,15690,Carmen,Mother-daughter,14.55,0
Post,Y,ID64,C1,TEQ2011-03-06,17083,Carmen,Mother-daughter,0.83,0
Post,Y,ID64,C1,TEQ2011-03-06,17089,Cee,Sisters,2.15,0
Post,Y,ID64,C1,TEQ2011-03-06,17092,Capricorn,Sisters,0.53,0
Post,Y,ID64,C5,TAL2014-09-22,8341,Carmen,Mother-daughter,6.18,0
Post,Y,ID44,C,TEQ2011-03-06,15749,Ceylon,Mother-daughter,1.97,0
Post,Y,ID44,C,TEQ2011-03-06,15749,Coo,Mother-daughter,2.23,0
Post,Y,ID44,C,TEQ2011-03-06,15753,Coo,Mother-daughter,11.23,0
Post,Y,ID44,C,TEQ2011-03-06,15762,Coo,Mother-daughter,3.43,0
Post,Y,ID44,C,TEQ2011-03-06,15767,Coo,Mother-daughter,3.38,0
Post,Y,ID44,C,TEQ2011-03-06,15771,Coo,Mother-daughter,10.27,0
Post,Y,ID44,C,TEQ2011-03-06,17129,Coco,Other close kin,0.67,0
Post,Y,ID44,C,TEQ2011-03-06,17129,Coo,Mother-daughter,1.33,0
Post,Y,ID44,C,TEQ2011-03-06,17130,Coo,Mother-daughter,12.90,0
Post,Y,ID126,G,GEO2009-10-19,13177,Glenda,Other close kin,1.90,0
Post,Y,ID134,K,HOU2009-04-04,13310,Kinky,Mother-daughter,2.20,0
Post,Y,ID134,K,HOU2009-04-04,13313,Kinky,Mother-daughter,4.20,0
Post,Y,ID134,K,HOU2009-04-04,13320,Kinky,Mother-daughter,5.13,0
Post,Y,ID68,K,HOO2011-08-17,17532,Kima,Sisters,0.12,0
Post,Y,ID68,K,HOO2011-08-17,19137,Kima,Sisters,0.18,0
Post,Y,ID68,K,HOO2011-08-17,19137,Kylie,Mother-daughter,11.95,0
Post,Y,ID68,K,HOO2011-08-17,19144,Kima,Sisters,0.22,0
Post,Y,ID71,K,LEN2014-03-24,7246,Keegle,Mother-daughter,13.65,0
Post,Y,ID71,K,LEN2014-03-24,7255,Keegle,Mother-daughter,3.05,0
Post,Y,ID103,L,ELR2011-10-30,19265,Lee,Sisters,2.82,0
Post,Y,ID103,L,ELR2011-10-30,54568,Lee,Sisters,2.82,0
Post,Y,ID100,M3,OSC2013-02-25,10175,Mary,Mother-daughter,0.40,0
Post,Y,ID14,M,OSC2011-08-15,19302,Madeline,Mother-daughter,7.23,0
Post,Y,ID14,M,OSC2011-08-15,19309,Moo,Sisters,0.10,0
Post,Y,ID14,M,OSC2011-08-15,19312,Midge,Mother-daughter,0.27,0
Post,Y,ID14,M,OSC2011-08-15,54604,Madeline,Mother-daughter,7.23,0
Post,Y,ID14,M,OSC2013-02-25,10200,Madeline,Mother-daughter,13.58,0
Post,Y,ID32,M,OSC2011-08-15,17680,Mouse,Sisters,11.88,0
Post,Y,ID32,M,OSC2011-08-15,17683,Maze,Sisters,5.12,0
Post,Y,ID34,M,OSC2011-08-15,17698,Monica,Non-kin,1.13,1
Post,Y,ID34,M1,OSC2011-08-15,17695,Maze,Non-kin,5.05,1
Post,Y,ID34,M1,OSC2011-08-15,19409,Mouse,Mother-daughter,9.80,0
Post,Y,ID34,M1,OSC2011-08-15,19419,Mouse,Mother-daughter,5.67,0
Post,Y,ID34,M1,OSC2011-08-15,19421,Mouse,Mother-daughter,4.98,0
Post,Y,ID34,M1,OSC2011-08-15,54736,Mouse,Mother-daughter,5.67,0
Post,Y,ID34,M1,OSC2011-08-15,54737,Mouse,Mother-daughter,9.80,0
Post,Y,ID21,M1,OSC2011-08-15,17723,Mary,Other close kin,1.42,0
Post,Y,ID21,M1,OSC2011-08-15,17725,Madeline,Non-kin,0.68,1
Post,Y,ID21,M1,OSC2011-08-15,17735,Mary,Other close kin,6.27,0
Post,Y,ID21,M1,OSC2011-08-15,19453,Maze,Mother-daughter,14.63,0
Post,Y,ID21,M1,OSC2011-08-15,19461,Maze,Mother-daughter,4.38,0
Post,Y,ID21,M1,OSC2011-08-15,19461,Mimi,Non-kin,2.33,1
Post,Y,ID21,M1,OSC2011-08-15,19462,Maze,Mother-daughter,1.80,0
Post,Y,ID21,M1,OSC2011-08-15,19466,Maze,Mother-daughter,1.88,0
Post,Y,ID21,M1,OSC2011-08-15,19469,Midge,Non-kin,3.00,1
Post,Y,ID21,M1,OSC2011-08-15,54818,Maze,Mother-daughter,14.63,0
Post,Y,ID19,M2,OSC2011-08-15,19487,Madeline,Sisters,1.48,0
Post,Y,ID18,N,EDW2016-04-15,2852,Nymphadora,Non-kin,1.32,1
Post,Y,ID67,R,ROM2011-06-06,17883,Ricki,Sisters,4.57,0
Post,Y,ID67,R,ROM2011-06-06,17883,Roxanne,Other close kin,2.33,0
Post,Y,ID93,T,TAO2009-08-08,13661,Tail,Mother-daughter,2.98,0
Post,Y,ID63,T,VOD2012-03-13,55453,Tea,Sisters,1.30,0
Post,Y,ID94,Z,ERO2014-05-27,8035,Zamboni,Sisters,0.45,0
Post,Y,ID94,Z,ERO2014-05-27,8035,Zoo,Sisters,11.72,0
Post,Y,ID94,Z5,ERO2014-05-27,9410,Zion,Sisters,5.18,0
Post,Y,ID52,Z,ERO2014-05-27,8054,Zebra,Non-kin,0.05,1
Post,Y,ID39,Z3,ERO2014-05-27,9449,Zoe,Mother-daughter,1.43,0
