Period,Infant,CodeFemale,focal_unit_name,TakeoverID,focalsample_id,partner_name,Partner.Cat,Duration,Risk
Pre,Y,ID44,C,TEQ2011-03-06,15756,Ceylon,Mother-daughter,1.15,0
Pre,Y,ID44,C,TEQ2011-03-06,15756,Coo,Mother-daughter,0.75,0
Pre,Y,ID44,C,TEQ2011-03-06,15768,Coo,Mother-daughter,2.17,0
Pre,Y,ID69,J,MHE2011-03-24,14590,Jools,Sisters,1.73,0
Pre,Y,ID134,K,HOU2009-04-04,11681,Kinky,Mother-daughter,0.97,0
Pre,Y,ID68,K,HOO2011-08-17,16175,Kima,Sisters,6.82,0
Pre,Y,ID68,K,HOO2011-08-17,16176,Kima,Sisters,8.12,0
Pre,Y,ID68,K,HOO2011-08-17,16180,Kima,Sisters,0.12,0
Pre,Y,ID91,K,HOO2011-08-17,16184,Keegle,Sisters,2.05,0
Pre,Y,ID91,K,HOO2011-08-17,16184,Kinky,Non-kin,4.80,1
Pre,Y,ID91,K,HOO2011-08-17,16185,Keegle,Sisters,7.17,0
Pre,Y,ID91,K,HOO2011-08-17,16188,Keegle,Sisters,3.82,0
Pre,Y,ID91,K,HOO2011-08-17,16189,Keegle,Sisters,13.78,0
Pre,Y,ID91,K,HOO2011-08-17,16194,Keegle,Sisters,8.90,0
Pre,Y,ID135,L,ELR2011-10-30,17585,Loo,Sisters,0.50,0
Pre,Y,ID135,L,ELR2011-10-30,17587,Lorna,Other close kin,3.12,0
Pre,Y,ID100,M2,OSC2013-02-25,54595,Mary,Mother-daughter,0.23,0
Pre,Y,ID100,M2,OSC2013-02-25,54598,Mary,Mother-daughter,3.87,0
Pre,Y,ID100,M2,OSC2013-02-25,54598,Moo,Sisters,0.60,0
Pre,Y,ID14,M,OSC2013-02-25,54619,Madeline,Mother-daughter,1.92,0
Pre,Y,ID33,M,OSC2011-08-15,17640,Muppet,Other close kin,3.77,0
Pre,Y,ID33,M,OSC2011-08-15,17643,Monica,Mother-daughter,2.65,0
Pre,Y,ID72,M,OSC2011-08-15,17645,Mouse,Other close kin,3.22,0
Pre,Y,ID72,M,OSC2011-08-15,17650,Mary,Sisters,1.45,0
Pre,Y,ID72,M,OSC2011-08-15,17652,Muppet,Mother-daughter,6.73,0
Pre,Y,ID32,M,OSC2011-08-15,16311,Mary,Mother-daughter,2.05,0
Pre,Y,ID32,M,OSC2011-08-15,16312,Mary,Mother-daughter,0.10,0
Pre,Y,ID32,M,OSC2011-08-15,17682,Madeline,Sisters,10.03,0
Pre,Y,ID32,M,OSC2011-08-15,17682,Mary,Mother-daughter,0.35,0
Pre,Y,ID19,M2,OSC2013-02-25,54834,Mary,Sisters,2.62,0
Pre,Y,ID43,M,OSC2011-08-15,16319,Mimi,Mother-daughter,0.82,0
Pre,Y,ID43,M,OSC2011-08-15,17750,Madeline,Sisters,3.32,0
Pre,Y,ID43,M,OSC2011-08-15,17752,Mimi,Mother-daughter,0.68,0
Pre,Y,ID43,M,OSC2011-08-15,17753,Mimi,Mother-daughter,10.72,0
Pre,Y,ID25,M,OSC2011-08-15,16321,Meena,Mother-daughter,6.38,0
Pre,Y,ID25,M,OSC2011-08-15,17769,Meena,Mother-daughter,1.87,0
Pre,Y,ID108,N,EDW2016-04-15,6013,Noggin,Non-kin,1.45,1
Pre,Y,ID67,R,ROM2011-06-06,16411,Ricki,Sisters,2.62,0
Pre,Y,ID67,R,ROM2011-06-06,16413,Roo,Sisters,7.93,0
Pre,Y,ID67,R,ROM2011-06-06,16416,Roo,Sisters,0.23,0
Pre,Y,ID67,R,ROM2011-06-06,16418,Ricki,Sisters,1.07,0
Pre,Y,ID67,R,ROM2011-06-06,16420,Ricki,Sisters,1.67,0
Pre,Y,ID67,R,ROM2011-06-06,16424,Roz,Sisters,1.77,0
Pre,Y,ID67,R,ROM2011-06-06,16433,Roxanne,Other close kin,11.25,0
Pre,Y,ID136,R,ROM2011-06-06,16456,Roxanne,Mother-daughter,12.93,0
Pre,Y,ID136,R,ROM2011-06-06,16471,Roxanne,Mother-daughter,0.98,0
Pre,Y,ID77,T,VOD2012-03-13,19701,Top,Sisters,2.63,0
Pre,Y,ID60,T,VOD2012-03-13,17947,Trudy,Non-kin,3.43,1
Pre,Y,ID60,T,VOD2012-03-13,17948,Tiny,Non-kin,2.63,1
Pre,Y,ID50,T,VOD2012-03-13,17972,Top,Sisters,1.57,0
Pre,Y,ID80,T,VOD2012-03-13,18002,Taffy,Sisters,0.63,0
Pre,Y,ID73,T,VOD2012-03-13,18011,Tess,Sisters,11.40,0
Pre,Y,ID93,T,VOD2012-03-13,19764,Tea,Sisters,1.28,0
Pre,Y,ID93,T,VOD2012-03-13,19764,Tiny,Sisters,0.05,0
Pre,Y,ID93,T,VOD2012-03-13,55410,Tea,Sisters,1.28,0
Pre,Y,ID93,T,VOD2012-03-13,55410,Tiny,Sisters,0.05,0
Pre,Y,ID112,T,VOD2012-03-13,18033,Taffy,Non-kin,2.18,1
Pre,Y,ID112,T,VOD2012-03-13,18033,Tiny,Non-kin,0.03,1
Pre,Y,ID112,T,VOD2012-03-13,18033,Top,Non-kin,1.68,1
Pre,Y,ID63,T,VOD2012-03-13,19779,Tiny,Sisters,11.32,0
Pre,Y,ID26,V,QUA2011-02-18,15202,Valerie,Non-kin,4.50,1
Pre,Y,ID78,V,PAO2016-07-12,1587,Vivien,Non-kin,1.60,1
Pre,Y,ID78,V,PAO2016-07-12,1605,Vienna,Non-kin,14.83,1
Pre,Y,ID78,V,PAO2016-07-12,1609,Vivien,Non-kin,6.82,1
Pre,Y,ID78,V,PAO2016-07-12,3256,Vampire,Non-kin,0.67,1
Pre,Y,ID99,V,QUA2011-02-18,15277,Valerie,Other close kin,14.43,0
Pre,Y,ID94,Z,ERO2014-05-27,12434,Zamboni,Sisters,0.25,0
Pre,Y,ID52,Z,ERO2014-05-27,12469,Zamboni,Sisters,11.53,0
Post,N,ID11,A,AVO2009-04-15,12503,Alexandra,Sisters,2.05,0
Post,N,ID11,A,AVO2009-04-15,12507,Alexandra,Sisters,3.23,0
Post,N,ID11,A,AVO2009-04-15,12509,Alexandra,Sisters,0.68,0
Post,N,ID11,A,DIE2013-03-01,9454,Ant,Non-kin,5.87,1
Post,N,ID11,A,DIE2013-03-01,9456,Alexandra,Sisters,0.45,0
Post,N,ID11,A,OBE2015-03-18,3354,Amelia,Mother-daughter,0.28,0
Post,N,ID11,A,OBE2015-03-18,3356,Amelia,Mother-daughter,1.30,0
Post,N,ID75,A,DIE2013-03-01,9465,Ant,Other close kin,0.47,0
Post,N,ID75,A,DIE2013-03-01,9467,Ant,Other close kin,0.73,0
Post,N,ID75,A,DIE2013-03-01,9469,Ant,Other close kin,9.52,0
Post,N,ID75,A,DIE2013-03-01,9470,Aiwa,Sisters,1.00,0
Post,N,ID75,A,OBE2015-03-18,3365,Autumn,Non-kin,0.57,1
Post,N,ID2,A,OBE2015-03-18,3370,Aiwa,Mother-daughter,5.65,0
Post,N,ID2,A,OBE2015-03-18,3373,Aiwa,Mother-daughter,0.82,0
Post,N,ID2,A,OBE2015-03-18,3373,Alexandra,Non-kin,2.38,1
Post,N,ID15,A,AVO2009-04-15,12539,Aiwa,Non-kin,1.17,1
Post,N,ID15,A,AVO2009-04-15,12545,Aiwa,Non-kin,0.08,1
Post,N,ID15,A,AVO2009-04-15,12552,Alexandra,Other close kin,12.48,0
Post,N,ID15,A,DIE2013-03-01,9477,Alexandra,Other close kin,3.37,0
Post,N,ID15,A,DIE2013-03-01,9482,Aiwa,Non-kin,2.38,1
Post,N,ID15,A,OBE2015-03-18,3376,Autumn,Mother-daughter,0.05,0
Post,N,ID15,A,OBE2015-03-18,3378,Autumn,Mother-daughter,5.95,0
Post,N,ID15,A,OBE2015-03-18,3381,Autumn,Mother-daughter,0.23,0
Post,N,ID15,A,POL2016-03-31,1706,Autumn,Mother-daughter,2.42,0
Post,N,ID15,A,POL2016-03-31,1707,Aiwa,Non-kin,7.87,1
Post,N,ID15,A,POL2016-03-31,1708,Alexandra,Other close kin,2.75,0
Post,N,ID10,A,DIE2013-03-01,9501,Ani,Mother-daughter,0.82,0
Post,N,ID10,A,OBE2015-03-18,3382,Autumn,Sisters,12.43,0
Post,N,ID55,A,AVO2009-04-15,12569,Ani,Sisters,0.13,0
Post,N,ID55,A,AVO2009-04-15,12570,Aiwa,Sisters,1.53,0
Post,N,ID137,A,POL2016-03-31,1721,Ani,Mother-daughter,8.95,0
Post,N,ID113,B1,SOL2013-04-05,9510,Bee,Non-kin,5.87,1
Post,N,ID9,B3,LUP2016-01-16,26,Biera,Mother-daughter,6.88,0
Post,N,ID59,B,GOH2009-07-24,12590,Botox,Non-kin,0.48,1
Post,N,ID83,B,GOH2009-07-24,12591,Buna,Non-kin,1.13,1
Post,N,ID83,B1,SOL2013-04-05,9531,Brindle,Sisters,2.52,0
Post,N,ID7,B1,SOL2013-04-05,9546,Bee,Sisters,3.85,0
Post,N,ID7,B5,LUP2016-01-16,1736,Buna,Other close kin,3.80,0
Post,N,ID115,B1,LUP2016-01-16,48,Barbara,Mother-daughter,9.80,0
Post,N,ID115,B3,LUP2016-01-16,47,Barbara,Mother-daughter,13.27,0
Post,N,ID115,B3,LUP2016-01-16,51,Barbara,Mother-daughter,0.37,0
Post,N,ID115,B3,LUP2016-01-16,54,Barbara,Mother-daughter,0.22,0
Post,N,ID116,B1,LUP2016-01-16,61,Bianca,Non-kin,0.45,1
Post,N,ID116,B1,SOL2013-04-05,9552,Barbara,Non-kin,1.43,1
Post,N,ID116,B3,LUP2016-01-16,66,Bronte,Non-kin,8.45,1
Post,N,ID138,B,LEA2009-07-24,12618,Betty,Mother-daughter,4.98,0
Post,N,ID104,B1,LUP2016-01-16,83,Barbara,Sisters,3.42,0
Post,N,ID104,B1,SOL2013-04-05,9562,Beatrice,Sisters,1.75,0
Post,N,ID104,B3,LUP2016-01-16,79,Biera,Non-kin,0.28,1
Post,N,ID107,B,GOH2009-07-24,12643,Barbara,Sisters,2.15,0
Post,N,ID107,B,GOH2009-07-24,12643,Bee,Mother-daughter,3.00,0
Post,N,ID107,B,GOH2009-07-24,12644,Bee,Mother-daughter,0.33,0
Post,N,ID30,B,LUP2016-01-16,113,Bianca,Mother-daughter,9.92,0
Post,N,ID30,B,LUP2016-01-16,114,Bianca,Mother-daughter,9.83,0
Post,N,ID30,B,SOL2013-04-05,9615,Bryonny,Other close kin,0.15,0
Post,N,ID120,B3,LUP2016-01-16,117,Bronte,Non-kin,0.60,1
Post,N,ID120,B3,LUP2016-01-16,119,Bronte,Non-kin,2.37,1
Post,N,ID120,B3,LUP2016-01-16,119,Buffy,Non-kin,11.77,1
Post,N,ID66,C3,DIK2011-01-29,15448,Chuxi,Sisters,2.57,0
Post,N,ID66,C3,DIK2011-01-29,15453,Cassie,Non-kin,3.65,1
Post,N,ID66,C3,DIK2011-01-29,15456,Cassie,Non-kin,13.27,1
Post,N,ID66,C3,DIK2011-01-29,15467,Chuxi,Sisters,0.20,0
Post,N,ID66,C3,DIK2011-01-29,15471,Cassie,Non-kin,2.52,1
Post,N,ID66,C3,DIK2011-01-29,15471,Chuxi,Sisters,3.12,0
Post,N,ID66,C3,DIK2011-01-29,15475,Cassie,Non-kin,7.63,1
Post,N,ID66,C3,DIK2011-01-29,15476,Cassie,Non-kin,0.72,1
Post,N,ID66,C3,DIK2011-01-29,15477,Chuxi,Sisters,0.55,0
Post,N,ID66,C3,DIK2011-01-29,16948,Cassie,Non-kin,2.97,1
Post,N,ID66,C3,DIK2011-01-29,16950,Cassie,Non-kin,0.15,1
Post,N,ID66,C3,DIK2011-01-29,16950,Chuxi,Sisters,3.47,0
Post,N,ID66,C3,DIK2011-01-29,16951,Cassie,Non-kin,0.42,1
Post,N,ID66,C3,DIK2011-01-29,16951,Chuxi,Sisters,3.98,0
Post,N,ID66,C3,DIK2011-01-29,16954,Carmen,Non-kin,1.07,1
Post,N,ID79,C,TEQ2011-03-06,15482,Capricorn,Mother-daughter,10.30,0
Post,N,ID79,C,TEQ2011-03-06,15488,Capricorn,Mother-daughter,5.00,0
Post,N,ID79,C,TEQ2011-03-06,15490,Capricorn,Mother-daughter,10.37,0
Post,N,ID79,C,TEQ2011-03-06,15495,Capricorn,Mother-daughter,12.25,0
Post,N,ID79,C,TEQ2011-03-06,15505,Capricorn,Mother-daughter,2.65,0
Post,N,ID79,C,TEQ2011-03-06,15509,Capricorn,Mother-daughter,7.58,0
Post,N,ID79,C,TEQ2011-03-06,15509,Ceylon,Sisters,1.32,0
Post,N,ID79,C,TEQ2011-03-06,16958,Capricorn,Mother-daughter,1.88,0
Post,N,ID79,C,TEQ2011-03-06,16961,Ceylon,Sisters,8.83,0
Post,N,ID79,C,TEQ2011-03-06,16967,Capricorn,Mother-daughter,4.32,0
Post,N,ID79,C,WEB2009-04-11,12680,Carmen,Mother-daughter,4.73,0
Post,N,ID79,C,WEB2009-04-11,12697,Corona,Sisters,0.48,0
Post,N,ID79,C,WEB2009-04-11,12700,Corona,Sisters,0.22,0
Post,N,ID79,C,WEB2009-04-11,12714,Cee,Sisters,7.17,0
Post,N,ID79,C,WEB2009-04-11,12718,Cee,Sisters,0.33,0
Post,N,ID79,C,WEB2009-04-11,12718,Corona,Sisters,0.10,0
Post,N,ID79,C,WEB2009-04-11,12720,Corona,Sisters,4.37,0
Post,N,ID92,C1,NYA2011-11-28,18392,Cali,Mother-daughter,0.45,0
Post,N,ID92,C1,NYA2011-11-28,18394,Cali,Mother-daughter,5.75,0
Post,N,ID92,C1,NYA2011-11-28,18397,Cali,Mother-daughter,0.37,0
Post,N,ID92,C1,NYA2011-11-28,18401,Cali,Mother-daughter,2.03,0
Post,N,ID92,C1,NYA2011-11-28,18404,Cali,Mother-daughter,4.78,0
Post,N,ID92,C1,NYA2011-11-28,18422,Cali,Mother-daughter,8.72,0
Post,N,ID92,C1,NYA2011-11-28,53549,Cali,Mother-daughter,0.37,0
Post,N,ID92,C1,NYA2011-11-28,53551,Cali,Mother-daughter,1.32,0
Post,N,ID92,C1,NYA2011-11-28,53559,Coco,Sisters,9.40,0
Post,N,ID92,C1,NYA2011-11-28,53560,Cali,Mother-daughter,3.70,0
Post,N,ID92,C1,NYA2011-11-28,53570,Cali,Mother-daughter,0.45,0
Post,N,ID92,C1,NYA2011-11-28,53572,Cali,Mother-daughter,0.70,0
Post,N,ID92,C1,NYA2011-11-28,53577,Cali,Mother-daughter,8.72,0
Post,N,ID92,C5,TAL2014-09-22,3414,Cynthia,Sisters,9.18,0
Post,N,ID92,C5,TAL2014-09-22,3439,Cynthia,Sisters,5.92,0
Post,N,ID51,C,TEQ2011-03-06,15524,Coco,Mother-daughter,12.48,0
Post,N,ID51,C,TEQ2011-03-06,15528,Corona,Sisters,1.38,0
Post,N,ID51,C,TEQ2011-03-06,15534,Coco,Mother-daughter,14.93,0
Post,N,ID51,C,TEQ2011-03-06,15537,Coco,Mother-daughter,0.55,0
Post,N,ID51,C,TEQ2011-03-06,15544,Cee,Other close kin,0.35,0
Post,N,ID51,C,TEQ2011-03-06,15544,Coco,Mother-daughter,0.18,0
Post,N,ID51,C,TEQ2011-03-06,15544,Coo,Sisters,1.32,0
Post,N,ID51,C,TEQ2011-03-06,15548,Coco,Mother-daughter,2.62,0
Post,N,ID51,C,TEQ2011-03-06,16991,Coco,Mother-daughter,8.48,0
Post,N,ID51,C,TEQ2011-03-06,16993,Chuxi,Non-kin,1.65,1
Post,N,ID51,C,TEQ2011-03-06,16995,Cali,Mother-daughter,1.05,0
Post,N,ID51,C,TEQ2011-03-06,16995,Coco,Mother-daughter,5.93,0
Post,N,ID51,C,TEQ2011-03-06,17000,Corona,Sisters,0.53,0
Post,N,ID51,C,WEB2009-04-11,12733,Coco,Mother-daughter,5.23,0
Post,N,ID51,C,WEB2009-04-11,12745,Coco,Mother-daughter,1.52,0
Post,N,ID51,C,WEB2009-04-11,12750,Cali,Mother-daughter,1.32,0
Post,N,ID51,C,WEB2009-04-11,12750,Coco,Mother-daughter,0.67,0
Post,N,ID51,C,WEB2009-04-11,12760,Cee,Other close kin,5.55,0
Post,N,ID51,C,WEB2009-04-11,12760,Coco,Mother-daughter,0.72,0
Post,N,ID54,C3,DIK2011-01-29,15556,Carmen,Non-kin,4.02,1
Post,N,ID54,C3,DIK2011-01-29,15556,Cee,Sisters,1.15,0
Post,N,ID54,C3,DIK2011-01-29,15556,Ceylon,Non-kin,2.33,1
Post,N,ID54,C3,DIK2011-01-29,15557,Cake,Non-kin,2.77,1
Post,N,ID54,C3,DIK2011-01-29,15558,Cake,Non-kin,2.57,1
Post,N,ID54,C3,DIK2011-01-29,15562,Chuxi,Non-kin,0.62,1
Post,N,ID54,C3,DIK2011-01-29,15566,Cake,Non-kin,2.70,1
Post,N,ID54,C3,DIK2011-01-29,15570,Cake,Non-kin,2.98,1
Post,N,ID54,C3,DIK2011-01-29,15579,Chuxi,Non-kin,2.50,1
Post,N,ID54,C3,DIK2011-01-29,15583,Chuxi,Non-kin,0.28,1
Post,N,ID54,C3,DIK2011-01-29,15584,Cake,Non-kin,3.17,1
Post,N,ID54,C3,DIK2011-01-29,17011,Cake,Non-kin,1.08,1
Post,N,ID54,C3,DIK2011-01-29,17011,Chuxi,Non-kin,1.72,1
Post,N,ID54,C3,DIK2011-01-29,17015,Cake,Non-kin,3.30,1
Post,N,ID54,C3,DIK2011-01-29,17015,Chuxi,Non-kin,2.52,1
Post,N,ID65,C1,TEQ2011-03-06,15588,Coco,Sisters,2.88,0
Post,N,ID65,C1,TEQ2011-03-06,17029,Capricorn,Other close kin,0.30,0
Post,N,ID65,C1,TEQ2011-03-06,17032,Ceylon,Sisters,2.20,0
Post,N,ID65,C1,WEB2009-04-11,12777,Coco,Sisters,6.23,0
Post,N,ID65,C1,WEB2009-04-11,12795,Coco,Sisters,13.35,0
Post,N,ID65,C1,WEB2009-04-11,12800,Coco,Sisters,0.87,0
Post,N,ID65,C1,WEB2009-04-11,12803,Coco,Sisters,0.42,0
Post,N,ID65,C1,WEB2009-04-11,12803,Coo,Sisters,2.10,0
Post,N,ID16,C1,TEQ2011-03-06,15632,Capricorn,Sisters,0.20,0
Post,N,ID16,C1,TEQ2011-03-06,17040,Cee,Sisters,3.18,0
Post,N,ID16,C1,TEQ2011-03-06,17052,Corona,Mother-daughter,1.00,0
Post,N,ID16,C5,TAL2014-09-22,1882,Coco,Sisters,0.03,0
Post,N,ID16,C5,TAL2014-09-22,1888,Carmen,Other close kin,6.40,0
Post,N,ID16,C5,TAL2014-09-22,1888,Coco,Sisters,0.48,0
Post,N,ID16,C5,TAL2014-09-22,3514,Corona,Mother-daughter,1.43,0
Post,N,ID16,C5,TAL2014-09-22,3514,Cynthia,Non-kin,7.30,1
Post,N,ID16,C5,TAL2014-09-22,8268,Cassie,Non-kin,7.27,1
Post,N,ID16,C5,TAL2014-09-22,8275,Carmen,Other close kin,1.13,0
Post,N,ID16,C5,TAL2014-09-22,8277,Carmen,Other close kin,10.20,0
Post,N,ID16,C5,TAL2014-09-22,8278,Carmen,Other close kin,3.83,0
Post,N,ID16,C5,TAL2014-09-22,8281,Cassie,Non-kin,4.75,1
Post,N,ID139,C2,HOO2009-11-07,12817,Colleen,Non-kin,2.10,1
Post,N,ID42,C,TYS2012-03-22,53747,Cassie,Non-kin,0.65,1
Post,N,ID42,C,TYS2012-03-22,53752,Cassie,Non-kin,1.13,1
Post,N,ID42,C,TYS2012-03-22,53762,Cassie,Non-kin,0.12,1
Post,N,ID64,C1,TEQ2011-03-06,17099,Corona,Other close kin,6.85,0
Post,N,ID64,C1,WEB2009-04-11,12831,Carmen,Mother-daughter,1.15,0
Post,N,ID64,C1,WEB2009-04-11,12831,Cee,Sisters,2.83,0
Post,N,ID64,C1,WEB2009-04-11,12835,Cee,Sisters,9.27,0
Post,N,ID64,C1,WEB2009-04-11,12847,Carmen,Mother-daughter,0.17,0
Post,N,ID64,C5,TAL2014-09-22,1980,Carmen,Mother-daughter,7.22,0
Post,N,ID64,C5,TAL2014-09-22,3596,Corona,Other close kin,4.58,0
Post,N,ID64,C5,TAL2014-09-22,3599,Ceylon,Sisters,0.42,0
Post,N,ID64,C5,TAL2014-09-22,8339,Carmen,Mother-daughter,4.28,0
Post,N,ID61,C1,TEQ2011-03-06,15729,Corona,Mother-daughter,0.05,0
Post,N,ID61,C1,TEQ2011-03-06,15734,Corona,Mother-daughter,0.35,0
Post,N,ID61,C1,TEQ2011-03-06,15739,Ceylon,Sisters,0.23,0
Post,N,ID61,C1,TEQ2011-03-06,17107,Ceylon,Sisters,0.30,0
Post,N,ID61,C1,TEQ2011-03-06,17107,Corona,Mother-daughter,11.05,0
Post,N,ID61,C1,WEB2009-04-11,12880,Corona,Mother-daughter,4.70,0
Post,N,ID61,C1,WEB2009-04-11,12885,Corona,Mother-daughter,0.20,0
Post,N,ID61,C1,WEB2009-04-11,12892,Coco,Other close kin,3.18,0
Post,N,ID61,C1,WEB2009-04-11,12892,Corona,Mother-daughter,7.73,0
Post,N,ID61,C1,WEB2009-04-11,12894,Corona,Mother-daughter,0.62,0
Post,N,ID61,C1,WEB2009-04-11,12910,Corona,Mother-daughter,0.08,0
Post,N,ID44,C,WEB2009-04-11,12925,Coo,Mother-daughter,3.07,0
Post,N,ID44,C,WEB2009-04-11,12927,Coo,Mother-daughter,5.18,0
Post,N,ID44,C,WEB2009-04-11,12928,Coo,Mother-daughter,1.68,0
Post,N,ID44,C,WEB2009-04-11,12941,Coo,Mother-daughter,4.35,0
Post,N,ID44,C,WEB2009-04-11,12946,Coo,Mother-daughter,3.45,0
Post,N,ID122,D,RAM2018-11-21,26851,Dessie,Mother-daughter,13.42,0
Post,N,ID122,D,RAM2018-11-21,26921,Dessie,Mother-daughter,2.23,0
Post,N,ID122,D,RAM2018-11-21,27595,Dessie,Mother-daughter,3.12,0
Post,N,ID122,D,RAM2018-11-21,29041,Dessie,Mother-daughter,2.07,0
Post,N,ID36,D,DEM2015-03-19,3661,Dessie,Non-kin,2.55,1
Post,N,ID36,D,DEM2015-03-19,3669,Delia,Non-kin,0.02,1
Post,N,ID36,D,DEM2015-03-19,3669,Dolly,Non-kin,1.53,1
Post,N,ID28,D,DEM2015-03-19,3678,Dessie,Mother-daughter,1.25,0
Post,N,ID28,D,DEM2015-03-19,3680,Daisy,Non-kin,4.73,1
Post,N,ID28,D,DEM2015-03-19,3681,Dixy,Mother-daughter,4.28,0
Post,N,ID28,D,DEM2015-03-19,3685,Dixy,Mother-daughter,3.67,0
Post,N,ID28,D,DEM2015-03-19,3687,Dixy,Mother-daughter,6.15,0
Post,N,ID28,D,DEM2015-03-19,3688,Dixy,Mother-daughter,12.05,0
Post,N,ID28,D,DEM2015-03-19,3690,Dixy,Mother-daughter,4.57,0
Post,N,ID28,D,DEM2015-03-19,3698,Dixy,Mother-daughter,9.42,0
Post,N,ID28,D,DEM2015-03-19,3701,Dessie,Mother-daughter,1.92,0
Post,N,ID28,D,DEM2015-03-19,3701,Dixy,Mother-daughter,0.08,0
Post,N,ID28,D,DEM2015-03-19,3706,Dixy,Mother-daughter,5.83,0
Post,N,ID28,D,PEE2018-07-31,27591,Dixy,Mother-daughter,11.40,0
Post,N,ID28,D,PEE2018-07-31,28639,Daenarys,Non-kin,7.85,1
Post,N,ID28,D,PEE2018-07-31,29029,Dixy,Mother-daughter,11.98,0
Post,N,ID28,D,PEE2018-07-31,29037,Dessie,Mother-daughter,3.43,0
Post,N,ID8,D,DEM2015-03-19,3710,Daisy,Non-kin,1.40,1
Post,N,ID8,D,DEM2015-03-19,3710,Diana,Mother-daughter,0.27,0
Post,N,ID8,D,DEM2015-03-19,3710,Dolly,Mother-daughter,0.87,0
Post,N,ID8,D,DEM2015-03-19,3715,Diana,Mother-daughter,0.33,0
Post,N,ID8,D,DEM2015-03-19,3715,Dolly,Mother-daughter,2.15,0
Post,N,ID8,D,DEM2015-03-19,3716,Dixy,Non-kin,0.32,1
Post,N,ID8,D,DEM2015-03-19,3716,Dolly,Mother-daughter,6.40,0
Post,N,ID8,D,DEM2015-03-19,3721,Daisy,Non-kin,11.92,1
Post,N,ID8,D,DEM2015-03-19,3722,Diana,Mother-daughter,5.53,0
Post,N,ID8,D,DEM2015-03-19,3729,Dolly,Mother-daughter,5.32,0
Post,N,ID8,D,DEM2015-03-19,3733,Dolly,Mother-daughter,0.47,0
Post,N,ID8,D,DEM2015-03-19,3737,Dolly,Mother-daughter,9.57,0
Post,N,ID24,D,DEM2015-03-19,3758,Debra,Mother-daughter,6.77,0
Post,N,ID24,D,DEM2015-03-19,3763,Debra,Mother-daughter,0.83,0
Post,N,ID24,D,DEM2015-03-19,3770,Diana,Sisters,3.85,0
Post,N,ID24,D,DEM2015-03-19,3771,Debra,Mother-daughter,3.70,0
Post,N,ID24,D,DEM2015-03-19,3774,Diana,Sisters,6.30,0
Post,N,ID24,D,DEM2015-03-19,3781,Delia,Sisters,2.00,0
Post,N,ID24,D,PEE2018-07-31,23607,Daenarys,Mother-daughter,1.37,0
Post,N,ID24,D,PEE2018-07-31,26847,Debra,Mother-daughter,0.07,0
Post,N,ID24,D,PEE2018-07-31,27592,Daenarys,Mother-daughter,4.20,0
Post,N,ID24,D,PEE2018-07-31,27592,Debra,Mother-daughter,8.77,0
Post,N,ID24,D,PEE2018-07-31,28974,Daenarys,Mother-daughter,12.58,0
Post,N,ID24,D,PEE2018-07-31,29023,Dixy,Sisters,3.47,0
Post,N,ID24,D,PEE2018-07-31,29039,Daenarys,Mother-daughter,3.70,0
Post,N,ID24,D,PEE2018-07-31,32087,Daenarys,Mother-daughter,3.87,0
Post,N,ID24,D,PEE2018-07-31,32270,Daenarys,Mother-daughter,0.82,0
Post,N,ID24,D,PEE2018-07-31,32344,Daenarys,Mother-daughter,2.18,0
Post,N,ID13,D,DEM2015-03-19,3816,Daisy,Non-kin,2.25,1
Post,N,ID13,D,DEM2015-03-19,3816,Delia,Mother-daughter,5.60,0
Post,N,ID13,D,DEM2015-03-19,3817,Delia,Mother-daughter,0.42,0
Post,N,ID13,D,DEM2015-03-19,3818,Delia,Mother-daughter,0.80,0
Post,N,ID13,D,DEM2015-03-19,3819,Delia,Mother-daughter,5.70,0
Post,N,ID13,D,DEM2015-03-19,3826,Daisy,Non-kin,2.65,1
Post,N,ID13,D,DEM2015-03-19,3826,Dixy,Non-kin,2.68,1
Post,N,ID13,D,DEM2015-03-19,3829,Delia,Mother-daughter,0.07,0
Post,N,ID13,D,DEM2015-03-19,3831,Delia,Mother-daughter,13.05,0
Post,N,ID13,D,DEM2015-03-19,3833,Delia,Mother-daughter,3.35,0
Post,N,ID13,D,DEM2015-03-19,3835,Daisy,Non-kin,2.52,1
Post,N,ID13,D,DEM2015-03-19,3839,Delia,Mother-daughter,5.95,0
Post,N,ID13,D,DEM2015-03-19,3841,Daisy,Non-kin,4.27,1
Post,N,ID13,D,DEM2015-03-19,5364,Delia,Mother-daughter,1.90,0
Post,N,ID13,D,DEM2015-03-19,5364,Dessie,Sisters,1.13,0
Post,N,ID13,D,DEM2015-03-19,5373,Delia,Mother-daughter,6.23,0
Post,N,ID13,D,DEM2015-03-19,5373,Dessie,Sisters,1.02,0
Post,N,ID102,D,DEM2015-03-19,3859,Delia,Non-kin,4.33,1
Post,N,ID102,D,DEM2015-03-19,3862,Debra,Mother-daughter,2.35,0
Post,N,ID102,D,DEM2015-03-19,3866,Debra,Mother-daughter,5.50,0
Post,N,ID102,D,DEM2015-03-19,3866,Dessie,Sisters,2.22,0
Post,N,ID102,D,DEM2015-03-19,3868,Debra,Mother-daughter,11.72,0
Post,N,ID102,D,DEM2015-03-19,3870,Diana,Non-kin,4.47,1
