focalsample_date,individual_id,focal_unit_name,duration,Year,Month,Band,Infant,TakeoverID,Period,Groom.F,Groom.M,Prop.M,Prop.F
11/8/13,415,K,15.42,2013,11,Small,Y,LEN2014-03-24,Pre,0,0,0,0
11/26/13,415,K,15.3,2013,11,Small,Y,LEN2014-03-24,Pre,0,0,0,0
12/5/13,415,K,15.28,2013,12,Small,Y,LEN2014-03-24,Pre,0,0,0,0
12/16/13,415,K,15.47,2013,12,Small,Y,LEN2014-03-24,Pre,0,0,0,0
12/18/13,415,K,15.67,2013,12,Small,Y,LEN2014-03-24,Pre,0,0,0,0
1/9/14,415,K,15.4,2014,1,Small,Y,LEN2014-03-24,Pre,0,0,0,0
1/15/14,415,K,15.2,2014,1,Small,Y,LEN2014-03-24,Pre,0,0,0,0
2/11/14,415,K,15.42,2014,2,Small,Y,LEN2014-03-24,Pre,0,9.6,0.62,0
2/15/14,415,K,15.38,2014,2,Small,Y,LEN2014-03-24,Pre,0,6.33,0.41,0
3/1/14,415,K,15.32,2014,3,Small,Y,LEN2014-03-24,Pre,0,0,0,0
3/5/14,415,K,15.12,2014,3,Small,Y,LEN2014-03-24,Pre,0,0,0,0
3/22/14,415,K,15.53,2014,3,Small,Y,LEN2014-03-24,Pre,0,0,0,0
6/6/11,436,L,15.23,2011,6,Other,Y,ELR2011-10-30,Pre,0.5,0,0,0.03
7/26/11,436,L,15.35,2011,7,Other,Y,ELR2011-10-30,Pre,3.12,0,0,0.2
6/6/11,443,L,15.42,2011,6,Other,Y,ELR2011-10-30,Pre,0,0,0,0
6/24/11,443,L,15.12,2011,6,Other,Y,ELR2011-10-30,Pre,0,0,0,0
7/26/11,443,L,15.22,2011,7,Other,Y,ELR2011-10-30,Pre,0,0,0,0
10/10/11,443,L,15.4,2011,10,Other,Y,ELR2011-10-30,Pre,0,0,0,0
9/6/12,458,M2,14.82,2012,9,Mid,Y,OSC2013-02-25,Pre,0,0,0,0
9/28/12,458,M2,15.42,2012,9,Mid,Y,OSC2013-02-25,Pre,4.47,0,0,0.29
10/1/12,458,M2,15.25,2012,10,Mid,Y,OSC2013-02-25,Pre,0,0,0,0
10/9/12,458,M2,14.67,2012,10,Mid,Y,OSC2013-02-25,Pre,0.23,0,0,0.02
11/4/12,458,M2,14.12,2012,11,Mid,Y,OSC2013-02-25,Pre,0,0,0,0
11/16/12,458,M2,15.2,2012,11,Mid,Y,OSC2013-02-25,Pre,0,4.75,0.31,0
12/5/12,458,M2,15.22,2012,12,Mid,Y,OSC2013-02-25,Pre,0,0,0,0
9/6/12,468,M,15.5,2012,9,Mid,Y,OSC2013-02-25,Pre,0,0,0,0
9/28/12,468,M,15.63,2012,9,Mid,Y,OSC2013-02-25,Pre,0,0,0,0
10/1/12,468,M,15.35,2012,10,Mid,Y,OSC2013-02-25,Pre,0,0,0,0
10/9/12,468,M,15.18,2012,10,Mid,Y,OSC2013-02-25,Pre,1.92,0,0,0.13
11/4/12,468,M,15.37,2012,11,Mid,Y,OSC2013-02-25,Pre,0,0,0,0
11/16/12,468,M,15.35,2012,11,Mid,Y,OSC2013-02-25,Pre,0,0,0,0
12/5/12,468,M,12.48,2012,12,Mid,Y,OSC2013-02-25,Pre,0,0,0,0
12/16/12,468,M,15.18,2012,12,Mid,Y,OSC2013-02-25,Pre,0,0,0,0
4/6/11,474,M,15.6,2011,4,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
5/20/11,474,M,15.32,2011,5,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
5/27/11,474,M,15.37,2011,5,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
6/8/11,474,M,15.35,2011,6,Mid,Y,OSC2011-08-15,Pre,2.65,0,0,0.17
6/23/11,474,M,15.57,2011,6,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
7/21/11,474,M,15.12,2011,7,Mid,Y,OSC2011-08-15,Pre,3.77,1.65,0.11,0.25
8/3/11,474,M,15.4,2011,8,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
11/30/09,481,M,15.08,2009,11,Mid,Y,QUI2010-01-31,Pre,0,0,0,0
4/6/11,481,M,15.8,2011,4,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
4/16/11,481,M,15.65,2011,4,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
4/16/11,481,M,15.45,2011,4,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
4/16/11,481,M,15.4,2011,4,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
5/17/11,481,M,15.45,2011,5,Mid,Y,OSC2011-08-15,Pre,6.73,0,0,0.44
5/17/11,481,M,15.38,2011,5,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
5/21/11,481,M,15.78,2011,5,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
5/21/11,481,M,15.78,2011,5,Mid,Y,OSC2011-08-15,Pre,1.45,4.18,0.27,0.09
5/27/11,481,M,15.27,2011,5,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
6/8/11,481,M,15.22,2011,6,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
6/23/11,481,M,15.42,2011,6,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
7/21/11,481,M,15.2,2011,7,Mid,Y,OSC2011-08-15,Pre,3.22,0,0,0.21
4/6/11,491,M,15.45,2011,4,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
4/16/11,491,M,15.38,2011,4,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
4/16/11,491,M,15.4,2011,4,Mid,Y,OSC2011-08-15,Pre,2.05,0,0,0.13
4/16/11,491,M,15.47,2011,4,Mid,Y,OSC2011-08-15,Pre,0.1,9.88,0.64,0.01
5/17/11,491,M,15.58,2011,5,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
5/17/11,491,M,15.77,2011,5,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
5/21/11,491,M,15.32,2011,5,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
5/21/11,491,M,15.45,2011,5,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
5/27/11,491,M,15.63,2011,5,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
6/8/11,491,M,15.48,2011,6,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
6/25/11,491,M,15.55,2011,6,Mid,Y,OSC2011-08-15,Pre,10.38,0,0,0.67
9/6/12,507,M2,15.08,2012,9,Mid,Y,OSC2013-02-25,Pre,0,0,0,0
9/28/12,507,M2,17.68,2012,9,Mid,Y,OSC2013-02-25,Pre,0,0,0,0
10/1/12,507,M2,15.63,2012,10,Mid,Y,OSC2013-02-25,Pre,0,0.05,0,0
10/9/12,507,M2,15.28,2012,10,Mid,Y,OSC2013-02-25,Pre,0,0,0,0
11/4/12,507,M2,15.27,2012,11,Mid,Y,OSC2013-02-25,Pre,2.62,0,0,0.17
11/16/12,507,M2,15.18,2012,11,Mid,Y,OSC2013-02-25,Pre,0,0,0,0
12/5/12,507,M2,15.28,2012,12,Mid,Y,OSC2013-02-25,Pre,0,0,0,0
12/16/12,507,M2,15.4,2012,12,Mid,Y,OSC2013-02-25,Pre,0,0,0,0
4/6/11,510,M,15.5,2011,4,Mid,Y,OSC2011-08-15,Pre,0.82,0,0,0.05
5/27/11,510,M,15.37,2011,5,Mid,Y,OSC2011-08-15,Pre,0.68,0,0,0.04
6/8/11,510,M,15.35,2011,6,Mid,Y,OSC2011-08-15,Pre,3.32,0,0,0.22
6/23/11,510,M,15.25,2011,6,Mid,Y,OSC2011-08-15,Pre,10.72,0,0,0.7
7/21/11,510,M,15.35,2011,7,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
4/6/11,524,M,15.88,2011,4,Mid,Y,OSC2011-08-15,Pre,6.38,0.55,0.03,0.4
5/27/11,524,M,15.32,2011,5,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
6/8/11,524,M,15.57,2011,6,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
6/23/11,524,M,15.47,2011,6,Mid,Y,OSC2011-08-15,Pre,1.87,0,0,0.12
7/12/11,524,M,15.57,2011,7,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
7/21/11,524,M,15.42,2011,7,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
8/3/11,524,M,15.3,2011,8,Mid,Y,OSC2011-08-15,Pre,0,0,0,0
10/19/15,532,N,15.52,2015,10,Mid,Y,EDW2016-04-15,Pre,0,0,0,0
10/19/15,532,N,15.82,2015,10,Mid,Y,EDW2016-04-15,Pre,0,0,0,0
3/29/16,532,N,15.57,2016,3,Mid,Y,EDW2016-04-15,Pre,0,0,0,0
10/19/15,536,N,15.4,2015,10,Mid,Y,EDW2016-04-15,Pre,0,0,0,0
10/19/15,536,N,15.52,2015,10,Mid,Y,EDW2016-04-15,Pre,0,0,0,0
10/19/15,539,N,15.4,2015,10,Mid,Y,EDW2016-04-15,Pre,0,0,0,0
10/19/15,539,N,15.37,2015,10,Mid,Y,EDW2016-04-15,Pre,1.45,0,0,0.09
10/19/15,565,N,14.98,2015,10,Mid,Y,EDW2016-04-15,Pre,0,0,0,0
2/20/11,646,R,15.22,2011,2,Other,Y,ROM2011-06-06,Pre,1.07,0,0,0.07
2/23/11,646,R,16.68,2011,2,Other,Y,ROM2011-06-06,Pre,0.23,0,0,0.01
2/23/11,646,R,15.47,2011,2,Other,Y,ROM2011-06-06,Pre,0,0,0,0
2/23/11,646,R,15.28,2011,2,Other,Y,ROM2011-06-06,Pre,0,0,0,0
3/2/11,646,R,15.58,2011,3,Other,Y,ROM2011-06-06,Pre,0,0,0,0
3/2/11,646,R,15.72,2011,3,Other,Y,ROM2011-06-06,Pre,0,0,0,0
3/4/11,646,R,15.3,2011,3,Other,Y,ROM2011-06-06,Pre,0,0,0,0
3/4/11,646,R,15.48,2011,3,Other,Y,ROM2011-06-06,Pre,0,0,0,0
3/5/11,646,R,15.32,2011,3,Other,Y,ROM2011-06-06,Pre,7.93,0,0,0.52
3/5/11,646,R,15.57,2011,3,Other,Y,ROM2011-06-06,Pre,1.67,0,0,0.11
3/5/11,646,R,15.35,2011,3,Other,Y,ROM2011-06-06,Pre,0,0,0,0
3/8/11,646,R,15.38,2011,3,Other,Y,ROM2011-06-06,Pre,0,0,0,0
3/8/11,646,R,15.32,2011,3,Other,Y,ROM2011-06-06,Pre,0,0,0,0
3/20/11,646,R,15.82,2011,3,Other,Y,ROM2011-06-06,Pre,0,0,0,0
4/1/11,646,R,15.35,2011,4,Other,Y,ROM2011-06-06,Pre,0,0,0,0
4/1/11,646,R,15.68,2011,4,Other,Y,ROM2011-06-06,Pre,0,0,0,0
4/1/11,646,R,15.35,2011,4,Other,Y,ROM2011-06-06,Pre,0,0,0,0
4/5/11,646,R,15.57,2011,4,Other,Y,ROM2011-06-06,Pre,2.62,0,0,0.17
4/5/11,646,R,15.3,2011,4,Other,Y,ROM2011-06-06,Pre,1.77,0,0,0.12
5/5/11,646,R,15.5,2011,5,Other,Y,ROM2011-06-06,Pre,0,0,0,0
5/5/11,646,R,15.42,2011,5,Other,Y,ROM2011-06-06,Pre,0,0,0,0
5/5/11,646,R,15.27,2011,5,Other,Y,ROM2011-06-06,Pre,11.25,0,0,0.74
5/5/11,646,R,15.38,2011,5,Other,Y,ROM2011-06-06,Pre,0,0,0,0
5/5/11,646,R,15.57,2011,5,Other,Y,ROM2011-06-06,Pre,0,0,0,0
2/20/11,655,R,15.18,2011,2,Other,Y,ROM2011-06-06,Pre,0,13.12,0.86,0
2/23/11,655,R,15.07,2011,2,Other,Y,ROM2011-06-06,Pre,0,0,0,0
2/23/11,655,R,15.48,2011,2,Other,Y,ROM2011-06-06,Pre,0,0,0,0
3/2/11,655,R,15.65,2011,3,Other,Y,ROM2011-06-06,Pre,0,0,0,0
3/2/11,655,R,15.53,2011,3,Other,Y,ROM2011-06-06,Pre,0,0,0,0
3/4/11,655,R,15.53,2011,3,Other,Y,ROM2011-06-06,Pre,0,0,0,0
3/4/11,655,R,15.63,2011,3,Other,Y,ROM2011-06-06,Pre,0,0,0,0
3/5/11,655,R,15.32,2011,3,Other,Y,ROM2011-06-06,Pre,0,0,0,0
3/5/11,655,R,15.35,2011,3,Other,Y,ROM2011-06-06,Pre,0,0,0,0
3/5/11,655,R,15.28,2011,3,Other,Y,ROM2011-06-06,Pre,0,0,0,0
3/8/11,655,R,15.3,2011,3,Other,Y,ROM2011-06-06,Pre,0,0,0,0
3/20/11,655,R,15.52,2011,3,Other,Y,ROM2011-06-06,Pre,0.98,0,0,0.06
4/1/11,655,R,15.37,2011,4,Other,Y,ROM2011-06-06,Pre,0,0,0,0
4/1/11,655,R,15.48,2011,4,Other,Y,ROM2011-06-06,Pre,0,0,0,0
4/5/11,655,R,15.42,2011,4,Other,Y,ROM2011-06-06,Pre,0,0,0,0
4/5/11,655,R,15.25,2011,4,Other,Y,ROM2011-06-06,Pre,12.93,0,0,0.85
5/5/11,655,R,15.97,2011,5,Other,Y,ROM2011-06-06,Pre,0,0,0,0
5/5/11,655,R,15.63,2011,5,Other,Y,ROM2011-06-06,Pre,0,0,0,0
5/5/11,655,R,15.5,2011,5,Other,Y,ROM2011-06-06,Pre,0,0,0,0
5/5/11,655,R,15.45,2011,5,Other,Y,ROM2011-06-06,Pre,0,0,0,0
9/20/11,710,T,15.7,2011,9,Mid,Y,VOD2012-03-13,Pre,0,1.27,0.08,0
10/17/11,710,T,15.37,2011,10,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
10/20/11,710,T,15.52,2011,10,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
11/4/11,710,T,15.18,2011,11,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
11/17/11,710,T,15.2,2011,11,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
12/6/11,710,T,15.32,2011,12,Mid,Y,VOD2012-03-13,Pre,2.63,0,0,0.17
12/27/11,710,T,10.5,2011,12,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
1/18/12,710,T,15.32,2012,1,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
1/18/12,710,T,15.32,2012,1,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
10/20/11,712,T,15.28,2011,10,Mid,Y,VOD2012-03-13,Pre,3.43,0,0,0.22
11/4/11,712,T,15.48,2011,11,Mid,Y,VOD2012-03-13,Pre,2.63,0,0,0.17
11/5/11,712,T,15.5,2011,11,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
11/17/11,712,T,15.15,2011,11,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
12/6/11,712,T,15.5,2011,12,Mid,Y,VOD2012-03-13,Pre,0,0.68,0.04,0
12/27/11,712,T,15.32,2011,12,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
1/18/12,712,T,15.28,2012,1,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
1/18/12,712,T,15.28,2012,1,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
2/16/09,726,T,15.43,2009,2,Mid,Y,TAO2009-08-08,Pre,0,0,0,0
4/3/09,726,T,15.4,2009,4,Mid,Y,TAO2009-08-08,Pre,0,0,0,0
4/13/09,726,T,15.47,2009,4,Mid,Y,TAO2009-08-08,Pre,0,0,0,0
4/15/09,726,T,15.32,2009,4,Mid,Y,TAO2009-08-08,Pre,0,0,0,0
5/15/09,726,T,15.9,2009,5,Mid,Y,TAO2009-08-08,Pre,0,0,0,0
6/26/09,726,T,15.67,2009,6,Mid,Y,TAO2009-08-08,Pre,0,0,0,0
9/19/11,726,T,15.18,2011,9,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
10/20/11,726,T,15.43,2011,10,Mid,Y,VOD2012-03-13,Pre,1.57,0,0,0.1
11/3/11,726,T,15.57,2011,11,Mid,Y,VOD2012-03-13,Pre,0,1.45,0.09,0
11/4/11,726,T,15.9,2011,11,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
11/5/11,726,T,15.35,2011,11,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
9/19/11,738,T,15.52,2011,9,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
9/20/11,738,T,15.32,2011,9,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
10/20/11,738,T,15.4,2011,10,Mid,Y,VOD2012-03-13,Pre,0.63,0,0,0.04
11/4/11,738,T,15.38,2011,11,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
11/17/11,738,T,15.28,2011,11,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
12/6/11,738,T,15.28,2011,12,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
12/27/11,738,T,15.37,2011,12,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
1/18/12,738,T,15.13,2012,1,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
1/18/12,738,T,15.13,2012,1,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
2/10/09,748,T,15.58,2009,2,Mid,Y,TAO2009-08-08,Pre,0,0,0,0
2/16/09,748,T,16.18,2009,2,Mid,Y,TAO2009-08-08,Pre,0,0,0,0
9/20/11,748,T,15.35,2011,9,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
10/20/11,748,T,15.12,2011,10,Mid,Y,VOD2012-03-13,Pre,11.4,0.37,0.02,0.75
11/4/11,748,T,15.48,2011,11,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
11/5/11,748,T,15.53,2011,11,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
11/17/11,748,T,15.72,2011,11,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
12/6/11,748,T,15.4,2011,12,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
12/27/11,748,T,10.28,2011,12,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
1/18/12,748,T,15.43,2012,1,Mid,Y,VOD2012-03-13,Pre,0,0.5,0.03,0
1/18/12,748,T,15.43,2012,1,Mid,Y,VOD2012-03-13,Pre,0,0.5,0.03,0
11/3/11,756,T,15.23,2011,11,Mid,Y,VOD2012-03-13,Pre,0,1.38,0.09,0
11/4/11,756,T,15.48,2011,11,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
11/17/11,756,T,15.37,2011,11,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
12/6/11,756,T,15.4,2011,12,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
12/27/11,756,T,15.38,2011,12,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
1/18/12,756,T,15.27,2012,1,Mid,Y,VOD2012-03-13,Pre,1.33,0,0,0.09
1/18/12,756,T,15.27,2012,1,Mid,Y,VOD2012-03-13,Pre,1.33,0,0,0.09
9/19/11,763,T,15.5,2011,9,Mid,Y,VOD2012-03-13,Pre,3.9,0,0,0.25
10/17/11,763,T,16.05,2011,10,Mid,Y,VOD2012-03-13,Pre,0,0.03,0,0
10/20/11,763,T,15.33,2011,10,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
11/4/11,763,T,15.58,2011,11,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
11/5/11,763,T,15.17,2011,11,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
11/17/11,763,T,15.47,2011,11,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
12/6/11,763,T,15.35,2011,12,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
12/27/11,763,T,15.23,2011,12,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
1/18/12,763,T,14.98,2012,1,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
1/18/12,763,T,14.98,2012,1,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
9/20/11,766,T,15.6,2011,9,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
10/20/11,766,T,15.32,2011,10,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
11/4/11,766,T,15.37,2011,11,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
11/17/11,766,T,15.17,2011,11,Mid,Y,VOD2012-03-13,Pre,11.32,2.07,0.14,0.75
12/6/11,766,T,15.3,2011,12,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
12/27/11,766,T,15.25,2011,12,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
1/18/12,766,T,15.27,2012,1,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
1/18/12,766,T,15.27,2012,1,Mid,Y,VOD2012-03-13,Pre,0,0,0,0
8/28/10,786,V,15.83,2010,8,Small,Y,QUA2011-02-18,Pre,0,3.82,0.24,0
9/28/10,786,V,15.68,2010,9,Small,Y,QUA2011-02-18,Pre,0,3.78,0.24,0
10/1/10,786,V,15.45,2010,10,Small,Y,QUA2011-02-18,Pre,0,0,0,0
10/6/10,786,V,16.77,2010,10,Small,Y,QUA2011-02-18,Pre,0,0,0,0
10/20/10,786,V,16.03,2010,10,Small,Y,QUA2011-02-18,Pre,0,11.87,0.74,0
10/24/10,786,V,15.42,2010,10,Small,Y,QUA2011-02-18,Pre,0,14.72,0.95,0
10/30/10,786,V,15.42,2010,10,Small,Y,QUA2011-02-18,Pre,0,0,0,0
11/3/10,786,V,15.87,2010,11,Small,Y,QUA2011-02-18,Pre,0,0,0,0
11/5/10,786,V,15.35,2010,11,Small,Y,QUA2011-02-18,Pre,4.5,6.35,0.41,0.29
11/11/10,786,V,16.95,2010,11,Small,Y,QUA2011-02-18,Pre,0,0,0,0
11/18/10,786,V,15.65,2010,11,Small,Y,QUA2011-02-18,Pre,0,0,0,0
1/14/16,811,V,15.15,2016,1,Small,Y,PAO2016-07-12,Pre,0,0,0,0
1/16/16,811,V,15.2,2016,1,Small,Y,PAO2016-07-12,Pre,0,0,0,0
1/18/16,811,V,5.3,2016,1,Small,Y,PAO2016-07-12,Pre,0,0,0,0
1/26/16,811,V,15.12,2016,1,Small,Y,PAO2016-07-12,Pre,0,0,0,0
2/2/16,811,V,15.53,2016,2,Small,Y,PAO2016-07-12,Pre,0,0,0,0
2/8/16,811,V,15.52,2016,2,Small,Y,PAO2016-07-12,Pre,0,4.03,0.26,0
2/10/16,811,V,15.7,2016,2,Small,Y,PAO2016-07-12,Pre,0,0,0,0
2/15/16,811,V,15.18,2016,2,Small,Y,PAO2016-07-12,Pre,0,0,0,0
2/17/16,811,V,15.08,2016,2,Small,Y,PAO2016-07-12,Pre,14.83,0,0,0.98
2/27/16,811,V,15.17,2016,2,Small,Y,PAO2016-07-12,Pre,6.82,5.85,0.39,0.45
3/4/16,811,V,15.15,2016,3,Small,Y,PAO2016-07-12,Pre,0,0,0,0
3/8/16,811,V,15.27,2016,3,Small,Y,PAO2016-07-12,Pre,1.6,13.1,0.86,0.1
3/10/16,811,V,15.45,2016,3,Small,Y,PAO2016-07-12,Pre,0,0,0,0
3/15/16,811,V,15.6,2016,3,Small,Y,PAO2016-07-12,Pre,0,0,0,0
3/24/16,811,V,15.4,2016,3,Small,Y,PAO2016-07-12,Pre,0,0,0,0
3/29/16,811,V,14.53,2016,3,Small,Y,PAO2016-07-12,Pre,0,0,0,0
4/6/16,811,V,15.18,2016,4,Small,Y,PAO2016-07-12,Pre,0,0,0,0
4/7/16,811,V,15.32,2016,4,Small,Y,PAO2016-07-12,Pre,0,0,0,0
4/14/16,811,V,15.32,2016,4,Small,Y,PAO2016-07-12,Pre,0,0,0,0
4/18/16,811,V,15.37,2016,4,Small,Y,PAO2016-07-12,Pre,0,0,0,0
4/25/16,811,V,15.33,2016,4,Small,Y,PAO2016-07-12,Pre,0,0,0,0
5/16/16,811,V,15.25,2016,5,Small,Y,PAO2016-07-12,Pre,0,0.48,0.03,0
5/20/16,811,V,15.13,2016,5,Small,Y,PAO2016-07-12,Pre,0,0,0,0
5/21/16,811,V,15.33,2016,5,Small,Y,PAO2016-07-12,Pre,0.67,0,0,0.04
6/7/16,811,V,15.3,2016,6,Small,Y,PAO2016-07-12,Pre,0,0,0,0
9/28/10,819,V,16.85,2010,9,Small,Y,QUA2011-02-18,Pre,0,0,0,0
10/1/10,819,V,15.32,2010,10,Small,Y,QUA2011-02-18,Pre,14.43,0,0,0.94
10/7/10,819,V,15.33,2010,10,Small,Y,QUA2011-02-18,Pre,0,0,0,0
12/4/13,859,Z,15.35,2013,12,Mid,Y,ERO2014-05-27,Pre,0.25,0,0,0.02
12/10/13,859,Z,15.35,2013,12,Mid,Y,ERO2014-05-27,Pre,0,0,0,0
1/10/14,859,Z,15.12,2014,1,Mid,Y,ERO2014-05-27,Pre,0,0,0,0
3/26/14,859,Z,15.27,2014,3,Mid,Y,ERO2014-05-27,Pre,0,0,0,0
12/4/13,877,Z,15.1,2013,12,Mid,Y,ERO2014-05-27,Pre,11.53,0,0,0.76
12/10/13,877,Z,15.17,2013,12,Mid,Y,ERO2014-05-27,Pre,0,0,0,0
1/10/14,877,Z,15.32,2014,1,Mid,Y,ERO2014-05-27,Pre,0,0,0,0
3/26/14,877,Z,15.23,2014,3,Mid,Y,ERO2014-05-27,Pre,0,0,0,0
12/4/13,887,Z,15.43,2013,12,Mid,Y,ERO2014-05-27,Pre,0,11.5,0.75,0
12/10/13,887,Z,15.1,2013,12,Mid,Y,ERO2014-05-27,Pre,0,0,0,0
1/10/14,887,Z,15.25,2014,1,Mid,Y,ERO2014-05-27,Pre,0,0,0,0
3/26/14,887,Z,15.2,2014,3,Mid,Y,ERO2014-05-27,Pre,0,0,0,0
3/21/09,32,A,15.22,2009,3,Mid,N,AVO2009-04-15,Pre,0,0,0,0
4/1/09,32,A,15.35,2009,4,Mid,N,AVO2009-04-15,Pre,0,0,0,0
4/14/09,32,A,15.18,2009,4,Mid,N,AVO2009-04-15,Pre,5.87,6.23,0.41,0.39
10/3/12,32,A,10.28,2012,10,Mid,N,DIE2013-03-01,Pre,0,6.48,0.63,0
10/22/12,32,A,15.57,2012,10,Mid,N,DIE2013-03-01,Pre,0,0,0,0
11/7/12,32,A,15.25,2012,11,Mid,N,DIE2013-03-01,Pre,0,0,0,0
11/17/12,32,A,15.3,2012,11,Mid,N,DIE2013-03-01,Pre,0,0,0,0
12/8/12,32,A,15.35,2012,12,Mid,N,DIE2013-03-01,Pre,0,0,0,0
12/21/12,32,A,15.33,2012,12,Mid,N,DIE2013-03-01,Pre,0,0,0,0
10/5/15,32,A,15.6,2015,10,Mid,N,POL2016-03-31,Pre,0,0,0,0
10/7/15,32,A,15.1,2015,10,Mid,N,POL2016-03-31,Pre,7.5,0,0,0.5
11/5/15,32,A,15.5,2015,11,Mid,N,POL2016-03-31,Pre,0.2,0,0,0.01
11/11/15,32,A,15.37,2015,11,Mid,N,POL2016-03-31,Pre,0,0,0,0
9/18/12,35,A,15.33,2012,9,Mid,N,DIE2013-03-01,Pre,0,10.35,0.68,0
10/3/12,35,A,15.43,2012,10,Mid,N,DIE2013-03-01,Pre,0,0,0,0
10/22/12,35,A,15.65,2012,10,Mid,N,DIE2013-03-01,Pre,0,0,0,0
11/7/12,35,A,14.48,2012,11,Mid,N,DIE2013-03-01,Pre,0,0,0,0
11/17/12,35,A,15.22,2012,11,Mid,N,DIE2013-03-01,Pre,4.3,2.45,0.16,0.28
12/8/12,35,A,15.15,2012,12,Mid,N,DIE2013-03-01,Pre,0,0.8,0.05,0
12/21/12,35,A,15.13,2012,12,Mid,N,DIE2013-03-01,Pre,0,3.72,0.25,0
10/1/14,35,A,15.42,2014,10,Mid,N,OBE2015-03-18,Pre,0,0,0,0
10/13/14,35,A,15.17,2014,10,Mid,N,OBE2015-03-18,Pre,0,3.87,0.25,0
10/5/15,35,A,15.27,2015,10,Mid,N,POL2016-03-31,Pre,0,0,0,0
10/7/15,35,A,15.1,2015,10,Mid,N,POL2016-03-31,Pre,0,0,0,0
11/5/15,35,A,15.18,2015,11,Mid,N,POL2016-03-31,Pre,0,0,0,0
